timestamp,value,type
1600596000,0,precipitations
1600599600,0,precipitations
1600603200,0,precipitations
1600606800,0,precipitations
1600610400,0,precipitations
1600614000,0,precipitations
1600617600,0,precipitations
1600621200,0,precipitations
1600624800,0,precipitations
1600628400,0,precipitations
1600632000,0.2,precipitations
1600635600,0,precipitations
1600639200,0,precipitations
1600642800,0,precipitations
1600646400,0,precipitations
1600650000,0,precipitations
1600653600,0,precipitations
1600657200,0,precipitations
1600660800,0,precipitations
1600664400,0,precipitations
1600668000,0,precipitations
1600671600,0,precipitations
1600675200,0,precipitations
1600678800,0,precipitations
1600682400,0,precipitations
1600686000,0,precipitations
1600689600,0,precipitations
1600693200,0,precipitations
1600696800,0,precipitations
1600700400,0,precipitations
1600704000,0,precipitations
1600707600,0,precipitations
1600711200,0,precipitations
1600714800,0,precipitations
1600718400,0,precipitations
1600722000,0,precipitations
1600725600,0,precipitations
1600729200,0,precipitations
1600732800,0,precipitations
1600736400,0,precipitations
1600740000,0,precipitations
1600743600,0,precipitations
1600747200,0,precipitations
1600750800,0,precipitations
1600754400,0,precipitations
1600758000,0,precipitations
1600761600,0,precipitations
1600765200,0,precipitations
1600768800,0,precipitations
1600772400,0,precipitations
1600776000,0,precipitations
1600779600,0,precipitations
1600783200,0,precipitations
1600786800,0,precipitations
1600790400,6.2,precipitations
1600794000,0,precipitations
1600797600,0,precipitations
1600801200,0,precipitations
1600804800,0,precipitations
1600808400,0,precipitations
1600812000,0,precipitations
1600815600,0,precipitations
1600819200,0,precipitations
1600822800,0,precipitations
1600826400,0,precipitations
1600830000,0,precipitations
1600833600,0,precipitations
1600837200,0,precipitations
1600840800,0,precipitations
1600844400,0.2,precipitations
1600848000,0,precipitations
1600851600,0,precipitations
1600855200,0,precipitations
1600858800,0,precipitations
1600862400,0,precipitations
1600866000,0,precipitations
1600869600,0,precipitations
1600873200,0,precipitations
1600876800,0,precipitations
1600880400,0,precipitations
1600884000,0,precipitations
1600887600,0,precipitations
1600891200,0,precipitations
1600894800,0,precipitations
1600898400,0,precipitations
1600902000,0,precipitations
1600905600,0,precipitations
1600909200,0,precipitations
1600912800,0,precipitations
1600916400,0,precipitations
1600920000,0,precipitations
1600923600,0,precipitations
1600927200,0,precipitations
1600930800,0,precipitations
1600934400,0,precipitations
1600938000,0,precipitations
1600941600,0,precipitations
1600945200,0,precipitations
1600948800,0,precipitations
1600952400,0,precipitations
1600956000,0,precipitations
1600959600,0,precipitations
1600963200,0,precipitations
1600966800,0,precipitations
1600970400,0,precipitations
1600974000,0,precipitations
1600977600,0,precipitations
1600981200,0,precipitations
1600984800,0,precipitations
1600988400,1,precipitations
1600992000,3.2,precipitations
1600995600,3.8,precipitations
1600999200,1,precipitations
1601002800,0,precipitations
1601006400,0,precipitations
1601010000,0,precipitations
1601013600,0,precipitations
1601017200,0,precipitations
1601020800,0,precipitations
1601024400,0,precipitations
1601028000,0,precipitations
1601031600,0,precipitations
1601035200,0,precipitations
1601038800,0,precipitations
1601042400,0,precipitations
1601046000,0,precipitations
1601049600,0,precipitations
1601053200,0,precipitations
1601056800,0,precipitations
1601060400,1,precipitations
1601064000,0,precipitations
1601067600,0,precipitations
1601071200,0,precipitations
1601074800,0.2,precipitations
1601078400,1,precipitations
1601082000,0,precipitations
1601085600,0,precipitations
1601089200,0.4,precipitations
1601092800,3.4,precipitations
1601096400,0,precipitations
1601100000,0,precipitations
1601103600,0,precipitations
1601107200,0,precipitations
1601110800,0,precipitations
1601114400,0,precipitations
1601118000,0.2,precipitations
1601121600,0,precipitations
1601125200,0,precipitations
1601128800,0,precipitations
1601132400,0,precipitations
1601136000,0,precipitations
1601139600,0,precipitations
1601143200,0,precipitations
1601146800,0,precipitations
1601150400,0,precipitations
1601154000,0,precipitations
1601157600,0,precipitations
1601161200,0,precipitations
1601164800,0,precipitations
1601168400,0,precipitations
1601172000,0,precipitations
1601175600,0,precipitations
1601179200,0,precipitations
1601182800,0,precipitations
1601186400,0,precipitations
1601190000,0,precipitations
1601193600,0,precipitations
1601197200,0,precipitations
1601200800,0,precipitations
1601204400,0,precipitations
1601208000,0,precipitations
1601211600,0,precipitations
1601215200,0,precipitations
1601218800,0,precipitations
1601222400,0,precipitations
1601226000,1,precipitations
1601229600,1.4,precipitations
1601233200,3.4,precipitations
1601236800,2,precipitations
1601240400,1.6,precipitations
1601244000,1,precipitations
1601247600,0.6,precipitations
1601251200,0.2,precipitations
1601254800,0.2,precipitations
1601258400,0,precipitations
1601262000,0,precipitations
1601265600,0,precipitations
1601269200,0,precipitations
1601272800,0,precipitations
1601276400,0,precipitations
1601280000,0,precipitations
1601283600,0,precipitations
1601287200,0,precipitations
1601290800,0,precipitations
1601294400,0,precipitations
1601298000,0,precipitations
1601301600,0,precipitations
1601305200,0,precipitations
1601308800,0,precipitations
1601312400,2.4,precipitations
1601316000,0,precipitations
1601319600,0,precipitations
1601323200,0,precipitations
1601326800,0,precipitations
1601330400,0,precipitations
1601334000,0,precipitations
1601337600,0,precipitations
1601341200,0,precipitations
1601344800,0,precipitations
1601348400,0,precipitations
1601352000,0,precipitations
1601355600,0,precipitations
1601359200,0,precipitations
1601362800,0,precipitations
1601366400,0,precipitations
1601370000,0,precipitations
1601373600,0,precipitations
1601377200,0,precipitations
1601380800,0,precipitations
1601384400,0,precipitations
1601388000,0,precipitations
1601391600,0,precipitations
1601395200,0,precipitations
1601398800,0,precipitations
1601402400,0,precipitations
1601406000,0,precipitations
1601409600,0,precipitations
1601413200,0,precipitations
1601416800,0,precipitations
1601420400,0,precipitations
1601424000,0,precipitations
1601427600,0,precipitations
1601431200,0,precipitations
1601434800,0,precipitations
1601438400,0,precipitations
1601442000,0,precipitations
1601445600,0,precipitations
1601449200,0,precipitations
1601452800,0,precipitations
1601456400,0,precipitations
1601460000,0,precipitations
1601463600,0,precipitations
1601467200,0,precipitations
1601470800,0,precipitations
1601474400,0,precipitations
1601478000,0,precipitations
1601481600,0,precipitations
1601485200,0,precipitations
1601488800,0,precipitations
1601492400,0,precipitations
1601496000,0,precipitations
1601499600,0,precipitations
1601503200,0,precipitations
1601506800,0,precipitations
1601510400,0,precipitations
1601514000,0,precipitations
1601517600,0,precipitations
1601521200,0,precipitations
1601524800,0,precipitations
1601528400,0,precipitations
1601532000,0,precipitations
1601535600,0,precipitations
1601539200,0,precipitations
1601542800,0,precipitations
1601546400,0,precipitations
1601550000,0,precipitations
1601553600,0,precipitations
1601557200,0,precipitations
1601560800,0,precipitations
1601564400,0,precipitations
1601568000,0,precipitations
1601571600,0,precipitations
1601575200,0,precipitations
1601578800,0,precipitations
1601582400,0,precipitations
1601586000,0,precipitations
1601589600,0,precipitations
1601593200,0,precipitations
1601596800,0,precipitations
1601600400,0,precipitations
1601604000,0,precipitations
1601607600,0,precipitations
1601611200,0,precipitations
1601614800,0,precipitations
1601618400,0,precipitations
1601622000,0,precipitations
1601625600,0,precipitations
1601629200,0,precipitations
1601632800,0,precipitations
1601636400,0,precipitations
1601640000,0,precipitations
1601643600,0,precipitations
1601647200,0,precipitations
1601650800,0,precipitations
1601654400,0,precipitations
1601658000,0,precipitations
1601661600,0,precipitations
1601665200,0,precipitations
1601668800,0,precipitations
1601672400,0,precipitations
1601676000,0,precipitations
1601679600,0,precipitations
1601683200,0,precipitations
1601686800,0,precipitations
1601690400,0,precipitations
1601694000,0,precipitations
1601697600,0,precipitations
1601701200,0,precipitations
1601704800,0,precipitations
1601708400,0.6,precipitations
1601712000,6.8,precipitations
1601715600,0.2,precipitations
1601719200,0,precipitations
1601722800,0,precipitations
1601726400,0,precipitations
1601730000,0,precipitations
1601733600,0,precipitations
1601737200,0.6,precipitations
1601740800,0,precipitations
1601744400,0,precipitations
1601748000,0,precipitations
1601751600,0,precipitations
1601755200,0,precipitations
1601758800,0,precipitations
1601762400,0,precipitations
1601766000,0,precipitations
1601769600,0,precipitations
1601773200,0,precipitations
1601776800,0,precipitations
1601780400,0,precipitations
1601784000,0,precipitations
1601787600,0,precipitations
1601791200,0,precipitations
1601794800,0,precipitations
1601798400,0,precipitations
1601802000,0,precipitations
1601805600,0,precipitations
1601809200,0,precipitations
1601812800,0,precipitations
1601816400,0,precipitations
1601820000,0,precipitations
1601823600,0,precipitations
1601827200,0,precipitations
1601830800,0,precipitations
1601834400,0,precipitations
1601838000,0,precipitations
1601841600,0,precipitations
1601845200,0,precipitations
1601848800,0.4,precipitations
1601852400,1.6,precipitations
1601856000,1,precipitations
1601859600,2,precipitations
1601863200,0,precipitations
1601866800,0,precipitations
1601870400,0.2,precipitations
1601874000,0,precipitations
1601877600,0,precipitations
1601881200,0,precipitations
1601884800,0,precipitations
1601888400,0,precipitations
1601892000,0,precipitations
1601895600,0,precipitations
1601899200,0,precipitations
1601902800,0,precipitations
1601906400,0,precipitations
1601910000,0,precipitations
1601913600,0,precipitations
1601917200,0,precipitations
1601920800,0,precipitations
1601924400,0,precipitations
1601928000,0,precipitations
1601931600,0,precipitations
1601935200,0,precipitations
1601938800,0,precipitations
1601942400,0,precipitations
1601946000,0,precipitations
1601949600,0,precipitations
1601953200,0,precipitations
1601956800,0,precipitations
1601960400,0,precipitations
1601964000,0,precipitations
1601967600,0,precipitations
1601971200,0,precipitations
1601974800,0,precipitations
1601978400,0,precipitations
1601982000,0,precipitations
1601985600,0,precipitations
1601989200,0,precipitations
1601992800,0,precipitations
1601996400,0,precipitations
1602000000,0,precipitations
1602003600,0,precipitations
1602007200,0,precipitations
1602010800,0,precipitations
1602014400,0,precipitations
1602018000,0,precipitations
1602021600,0,precipitations
1602025200,0,precipitations
1602028800,0,precipitations
1602032400,0,precipitations
1602036000,0,precipitations
1602039600,0,precipitations
1602043200,4.8,precipitations
1602046800,10.6,precipitations
1602050400,0.4,precipitations
1602054000,0,precipitations
1602057600,0,precipitations
1602061200,0,precipitations
1602064800,0,precipitations
1602068400,0,precipitations
1602072000,0,precipitations
1602075600,0,precipitations
1602079200,0,precipitations
1602082800,0,precipitations
1602086400,0,precipitations
1602090000,0,precipitations
1602093600,0,precipitations
1602097200,0,precipitations
1602100800,0,precipitations
1602104400,0,precipitations
1602108000,0,precipitations
1602111600,0,precipitations
1602115200,0,precipitations
1602118800,0,precipitations
1602122400,0,precipitations
1602126000,0,precipitations
1602129600,0,precipitations
1602133200,0,precipitations
1602136800,0,precipitations
1602140400,0,precipitations
1602144000,0,precipitations
1602147600,0,precipitations
1602151200,0,precipitations
1602154800,0,precipitations
1602158400,0,precipitations
1602162000,0,precipitations
1602165600,0,precipitations
1602169200,0,precipitations
1602172800,0,precipitations
1602176400,0,precipitations
1602180000,0,precipitations
1602183600,0,precipitations
1602187200,0,precipitations
1602190800,0,precipitations
1602194400,0,precipitations
1602198000,0,precipitations
1602201600,0,precipitations
1602205200,0,precipitations
1602208800,0,precipitations
1602212400,0,precipitations
1602216000,0,precipitations
1602219600,0,precipitations
1602223200,0,precipitations
1602226800,0,precipitations
1602230400,0,precipitations
1602234000,0,precipitations
1602237600,0,precipitations
1602241200,0,precipitations
1602244800,0,precipitations
1602248400,0,precipitations
1602252000,0,precipitations
1602255600,0,precipitations
1602259200,0,precipitations
1602262800,0,precipitations
1602266400,0,precipitations
1602270000,0,precipitations
1602273600,0,precipitations
1602277200,0,precipitations
1602280800,0,precipitations
1602284400,0,precipitations
1602288000,0,precipitations
1602291600,0,precipitations
1602295200,0,precipitations
1602298800,0,precipitations
1602302400,0,precipitations
1602306000,0,precipitations
1602309600,0,precipitations
1602313200,0,precipitations
1602316800,0,precipitations
1602320400,0,precipitations
1602324000,0,precipitations
1602327600,0,precipitations
1602331200,0,precipitations
1602334800,0,precipitations
1602338400,0,precipitations
1602342000,0,precipitations
1602345600,0,precipitations
1602349200,0,precipitations
1602352800,0,precipitations
1602356400,0,precipitations
1602360000,0,precipitations
1602363600,0,precipitations
1602367200,0,precipitations
1602370800,0,precipitations
1602374400,0,precipitations
1602378000,0,precipitations
1602381600,0,precipitations
1602385200,0,precipitations
1602388800,0,precipitations
1602392400,0,precipitations
1602396000,0,precipitations
1602399600,0,precipitations
1602403200,0,precipitations
1602406800,0,precipitations
1602410400,1.2,precipitations
1602414000,2.2,precipitations
1602417600,3.8,precipitations
1602421200,4.6,precipitations
1602424800,1.4,precipitations
1602428400,0,precipitations
1602432000,0,precipitations
1602435600,0.2,precipitations
1602439200,0,precipitations
1602442800,0,precipitations
1602446400,0,precipitations
1602450000,0,precipitations
1602453600,0.8,precipitations
1602457200,0.4,precipitations
1602460800,0.2,precipitations
1602464400,0,precipitations
1602468000,0,precipitations
1602471600,0,precipitations
1602475200,0,precipitations
1602478800,0,precipitations
1602482400,0.2,precipitations
1602486000,0.8,precipitations
1602489600,0.4,precipitations
1602493200,0,precipitations
1602496800,0.8,precipitations
1602500400,3.2,precipitations
1602504000,3.2,precipitations
1602507600,0,precipitations
1602511200,0,precipitations
1602514800,0,precipitations
1602518400,0,precipitations
1602522000,0,precipitations
1602525600,0,precipitations
1602529200,0,precipitations
1602532800,0,precipitations
1602536400,0,precipitations
1602540000,0,precipitations
1602543600,0,precipitations
1602547200,0.2,precipitations
1602550800,0,precipitations
1602554400,0,precipitations
1602558000,0,precipitations
1602561600,0,precipitations
1602565200,0,precipitations
1602568800,0,precipitations
1602572400,0,precipitations
1602576000,0,precipitations
1602579600,0,precipitations
1602583200,0,precipitations
1602586800,0,precipitations
1602590400,0,precipitations
1602594000,0,precipitations
1602597600,0,precipitations
1602601200,0,precipitations
1602604800,0,precipitations
1602608400,0,precipitations
1602612000,0,precipitations
1602615600,0,precipitations
1602619200,0,precipitations
1602622800,0,precipitations
1602626400,0,precipitations
1602630000,0,precipitations
1602633600,0,precipitations
1602637200,0,precipitations
1602640800,0,precipitations
1602644400,0,precipitations
1602648000,0,precipitations
1602651600,0,precipitations
1602655200,0,precipitations
1602658800,0,precipitations
1602662400,0,precipitations
1602666000,0,precipitations
1602669600,0.6,precipitations
1602673200,0,precipitations
1602676800,0,precipitations
1602680400,0,precipitations
1602684000,0,precipitations
1602687600,0,precipitations
1602691200,0,precipitations
1602694800,0.2,precipitations
1602698400,0,precipitations
1602702000,0.4,precipitations
1602705600,2.4,precipitations
1602709200,1.2,precipitations
1602712800,1.6,precipitations
1602716400,1.2,precipitations
1602720000,0.8,precipitations
1602723600,0.2,precipitations
1602727200,0.6,precipitations
1602730800,1.4,precipitations
1602734400,0,precipitations
1602738000,0,precipitations
1602741600,0.2,precipitations
1602745200,0,precipitations
1602748800,0,precipitations
1602752400,0,precipitations
1602756000,0,precipitations
1602759600,0,precipitations
1602763200,0,precipitations
1602766800,0,precipitations
1602770400,0,precipitations
1602774000,0,precipitations
1602777600,2.4,precipitations
1602781200,0.4,precipitations
1602784800,0.4,precipitations
1602788400,0,precipitations
1602792000,0,precipitations
1602795600,0,precipitations
1602799200,0,precipitations
1602802800,0,precipitations
1602806400,0,precipitations
1602810000,0,precipitations
1602813600,0,precipitations
1602817200,0,precipitations
1602820800,0,precipitations
1602824400,0,precipitations
1602828000,0,precipitations
1602831600,0,precipitations
1602835200,0,precipitations
1602838800,0,precipitations
1602842400,0,precipitations
1602846000,0,precipitations
1602849600,0,precipitations
1602853200,0,precipitations
1602856800,0,precipitations
1602860400,0,precipitations
1602864000,0,precipitations
1602867600,0,precipitations
1602871200,0,precipitations
1602874800,0,precipitations
1602878400,0,precipitations
1602882000,0,precipitations
1602885600,0,precipitations
1602889200,0,precipitations
1602892800,0,precipitations
1602896400,0,precipitations
1602900000,0,precipitations
1602903600,0,precipitations
1602907200,0.2,precipitations
1602910800,0,precipitations
1602914400,0,precipitations
1602918000,0,precipitations
1602921600,0,precipitations
1602925200,0,precipitations
1602928800,0,precipitations
1602932400,0,precipitations
1602936000,0,precipitations
1602939600,0,precipitations
1602943200,0,precipitations
1602946800,0,precipitations
1602950400,0,precipitations
1602954000,0,precipitations
1602957600,0,precipitations
1602961200,0,precipitations
1602964800,0,precipitations
1602968400,0,precipitations
1602972000,0,precipitations
1602975600,0,precipitations
1602979200,0,precipitations
1602982800,0,precipitations
1602986400,0,precipitations
1602990000,0,precipitations
1602993600,0,precipitations
1602997200,0,precipitations
1603000800,0,precipitations
1603004400,0,precipitations
1603008000,0,precipitations
1603011600,0,precipitations
1603015200,0,precipitations
1603018800,0,precipitations
1603022400,0,precipitations
1603026000,0,precipitations
1603029600,0,precipitations
1603033200,0,precipitations
1603036800,0,precipitations
1603040400,0,precipitations
1603044000,0,precipitations
1603047600,0,precipitations
1603051200,0,precipitations
1603054800,0,precipitations
1603058400,0,precipitations
1603062000,0,precipitations
1603065600,0,precipitations
1603069200,0,precipitations
1603072800,0.2,precipitations
1603076400,0,precipitations
1603080000,0,precipitations
1603083600,0,precipitations
1603087200,0,precipitations
1603090800,0,precipitations
1603094400,0,precipitations
1603098000,0,precipitations
1603101600,0,precipitations
1603105200,0,precipitations
1603108800,0,precipitations
1603112400,0,precipitations
1603116000,0,precipitations
1603119600,0,precipitations
1603123200,0,precipitations
1603126800,0,precipitations
1603130400,0,precipitations
1603134000,0,precipitations
1603137600,0,precipitations
1603141200,0,precipitations
1603144800,0,precipitations
1603148400,0,precipitations
1603152000,0,precipitations
1603155600,0,precipitations
1603159200,0,precipitations
1603162800,0,precipitations
1603166400,0,precipitations
1603170000,0.2,precipitations
1603173600,0,precipitations
1603177200,0,precipitations
1603180800,0,precipitations
1603184400,0,precipitations
1603188000,0,precipitations
1603191600,0,precipitations
1603195200,0,precipitations
1603198800,0,precipitations
1603202400,0,precipitations
1603206000,0,precipitations
1603209600,0,precipitations
1603213200,0,precipitations
1603216800,0,precipitations
1603220400,0,precipitations
1603224000,0,precipitations
1603227600,0,precipitations
1603231200,0,precipitations
1603234800,0,precipitations
1603238400,0,precipitations
1603242000,0,precipitations
1603245600,0,precipitations
1603249200,0,precipitations
1603252800,0,precipitations
1603256400,0,precipitations
1603260000,0.2,precipitations
1603263600,0,precipitations
1603267200,0,precipitations
1603270800,0,precipitations
1603274400,0,precipitations
1603278000,0,precipitations
1603281600,0,precipitations
1603285200,0,precipitations
1603288800,0,precipitations
1603292400,0,precipitations
1603296000,0,precipitations
1603299600,0,precipitations
1603303200,0,precipitations
1603306800,0,precipitations
1603310400,0,precipitations
1603314000,0,precipitations
1603317600,0,precipitations
1603321200,0,precipitations
1603324800,0,precipitations
1603328400,0,precipitations
1603332000,0,precipitations
1603335600,0,precipitations
1603339200,0,precipitations
1603342800,0,precipitations
1603346400,0,precipitations
1603350000,0,precipitations
1603353600,0,precipitations
1603357200,0,precipitations
1603360800,0,precipitations
1603364400,0,precipitations
1603368000,0,precipitations
1603371600,0,precipitations
1603375200,0,precipitations
1603378800,0,precipitations
1603382400,0,precipitations
1603386000,0,precipitations
1603389600,0,precipitations
1603393200,0,precipitations
1603396800,0,precipitations
1603400400,0,precipitations
1603404000,0,precipitations
1603407600,0,precipitations
1603411200,0,precipitations
1603414800,0,precipitations
1603418400,0,precipitations
1603422000,0,precipitations
1603425600,0,precipitations
1603429200,0,precipitations
1603432800,0.2,precipitations
1603436400,0,precipitations
1603440000,0,precipitations
1603443600,0,precipitations
1603447200,0,precipitations
1603450800,0,precipitations
1603454400,0,precipitations
1603458000,0,precipitations
1603461600,0,precipitations
1603465200,0,precipitations
1603468800,0,precipitations
1603472400,0,precipitations
1603476000,0,precipitations
1603479600,0,precipitations
1603483200,0,precipitations
1603486800,0,precipitations
1603490400,0,precipitations
1603494000,0,precipitations
1603497600,0,precipitations
1603501200,0,precipitations
1603504800,0,precipitations
1603508400,0,precipitations
1603512000,0,precipitations
1603515600,0,precipitations
1603519200,0,precipitations
1603522800,0,precipitations
1603526400,0,precipitations
1603530000,0,precipitations
1603533600,0,precipitations
1603537200,0,precipitations
1603540800,0,precipitations
1603544400,0,precipitations
1603548000,0,precipitations
1603551600,1.8,precipitations
1603555200,0.4,precipitations
1603558800,0,precipitations
1603562400,0,precipitations
1603566000,0,precipitations
1603569600,0,precipitations
1603573200,0,precipitations
1603576800,0,precipitations
1603580400,0,precipitations
1603584000,0,precipitations
1603587600,0,precipitations
1603594800,0,precipitations
1603598400,0,precipitations
1603602000,0,precipitations
1603605600,0,precipitations
1603609200,0,precipitations
1603612800,0,precipitations
1603616400,0,precipitations
1603620000,0,precipitations
1603623600,0,precipitations
1603627200,0,precipitations
1603630800,0,precipitations
1603634400,0,precipitations
1603638000,0,precipitations
1603641600,0,precipitations
1603645200,0,precipitations
1603648800,0,precipitations
1603652400,0,precipitations
1603656000,0,precipitations
1603659600,0,precipitations
1603663200,0,precipitations
1603666800,0,precipitations
1603670400,0,precipitations
1603674000,0,precipitations
1603677600,0,precipitations
1603681200,0,precipitations
1603684800,0,precipitations
1603688400,0,precipitations
1603692000,0,precipitations
1603695600,0,precipitations
1603699200,0,precipitations
1603702800,0,precipitations
1603706400,0,precipitations
1603710000,0,precipitations
1603713600,0,precipitations
1603717200,0,precipitations
1603720800,0,precipitations
1603724400,0,precipitations
1603728000,0,precipitations
1603731600,0,precipitations
1603735200,0,precipitations
1603738800,0,precipitations
1603742400,0,precipitations
1603746000,0,precipitations
1603749600,0,precipitations
1603753200,0,precipitations
1603756800,4.4,precipitations
1603760400,0.2,precipitations
1603764000,0,precipitations
1603767600,0,precipitations
1603771200,0,precipitations
1603774800,0,precipitations
1603778400,0,precipitations
1603782000,0,precipitations
1603785600,0,precipitations
1603789200,0,precipitations
1603792800,0,precipitations
1603796400,0,precipitations
1603800000,0,precipitations
1603803600,0,precipitations
1603807200,0,precipitations
1603810800,0,precipitations
1603814400,0,precipitations
1603818000,0,precipitations
1603821600,0,precipitations
1603825200,0,precipitations
1603828800,0,precipitations
1603832400,0,precipitations
1603836000,0,precipitations
1603839600,0,precipitations
1603843200,0,precipitations
1603846800,0,precipitations
1603850400,0,precipitations
1603854000,0,precipitations
1603857600,0,precipitations
1603861200,0,precipitations
1603864800,0,precipitations
1603868400,0.2,precipitations
1603872000,0,precipitations
1603875600,0,precipitations
1603879200,0,precipitations
1603882800,0,precipitations
1603886400,0,precipitations
1603890000,0,precipitations
1603893600,0,precipitations
1603897200,0,precipitations
1603900800,0,precipitations
1603904400,0,precipitations
1603908000,0,precipitations
1603911600,0,precipitations
1603915200,0,precipitations
1603918800,0,precipitations
1603922400,0,precipitations
1603926000,0,precipitations
1603929600,0,precipitations
1603933200,0,precipitations
1603936800,0,precipitations
1603940400,0,precipitations
1603944000,0,precipitations
1603947600,0,precipitations
1603951200,0,precipitations
1603954800,0,precipitations
1603958400,0,precipitations
1603962000,0,precipitations
1603965600,0,precipitations
1603969200,0,precipitations
1603972800,0,precipitations
1603976400,0,precipitations
1603980000,0,precipitations
1603983600,0,precipitations
1603987200,0,precipitations
1603990800,0,precipitations
1603994400,0,precipitations
1603998000,0,precipitations
1604001600,0,precipitations
1604005200,0,precipitations
1604008800,0,precipitations
1604012400,0,precipitations
1604016000,0,precipitations
1604019600,0,precipitations
1604023200,0,precipitations
1604026800,0,precipitations
1604030400,0,precipitations
1604034000,0,precipitations
1604037600,0,precipitations
1604041200,0,precipitations
1604044800,0,precipitations
1604048400,0,precipitations
1604052000,0,precipitations
1604055600,0,precipitations
1604059200,0,precipitations
1604062800,0,precipitations
1604066400,0,precipitations
1604070000,0,precipitations
1604073600,0,precipitations
1604077200,0,precipitations
1604080800,0,precipitations
1604084400,0,precipitations
1604088000,0,precipitations
1604091600,0,precipitations
1604095200,0,precipitations
1604098800,0,precipitations
1604102400,0,precipitations
1604106000,0,precipitations
1604109600,0,precipitations
1604113200,0,precipitations
1604116800,0,precipitations
1604120400,0.2,precipitations
1604124000,0,precipitations
1604127600,0,precipitations
1604131200,0,precipitations
1604134800,0,precipitations
1604138400,0,precipitations
1604142000,0,precipitations
1604145600,0,precipitations
1604149200,0,precipitations
1604152800,0,precipitations
1604156400,0,precipitations
1604160000,0,precipitations
1604163600,0,precipitations
1604167200,0,precipitations
1604170800,0,precipitations
1604174400,0,precipitations
1604178000,0,precipitations
1604181600,0,precipitations
1604185200,0,precipitations
1604188800,0,precipitations
1604192400,0,precipitations
1604196000,0,precipitations
1604199600,0,precipitations
1604203200,0,precipitations
1604206800,0,precipitations
1604210400,0,precipitations
1604214000,0,precipitations
1604217600,0,precipitations
1604221200,0,precipitations
1604224800,0,precipitations
1604228400,0,precipitations
1604232000,0,precipitations
1604235600,0,precipitations
1604239200,0,precipitations
1604242800,0,precipitations
1604246400,0,precipitations
1604250000,0,precipitations
1604253600,0,precipitations
1604257200,0,precipitations
1604260800,0,precipitations
1604264400,0,precipitations
1604268000,0,precipitations
1604271600,0,precipitations
1604275200,0,precipitations
1604278800,0,precipitations
1604282400,0,precipitations
1604286000,0.2,precipitations
1604289600,0,precipitations
1604293200,0,precipitations
1604296800,0,precipitations
1604300400,0,precipitations
1604304000,0,precipitations
1604307600,0,precipitations
1604311200,0,precipitations
1604314800,0,precipitations
1604318400,0,precipitations
1604322000,0,precipitations
1604325600,0,precipitations
1604329200,0,precipitations
1604332800,0,precipitations
1604336400,0,precipitations
1604340000,0,precipitations
1604343600,0,precipitations
1604347200,0,precipitations
1604350800,0,precipitations
1604354400,0,precipitations
1604358000,0,precipitations
1604361600,0,precipitations
1604365200,0,precipitations
1604368800,0,precipitations
1604372400,0,precipitations
1604376000,0,precipitations
1604379600,0,precipitations
1604383200,0,precipitations
1604386800,0,precipitations
1604390400,0,precipitations
1604394000,0,precipitations
1604397600,0,precipitations
1604401200,0,precipitations
1604404800,0,precipitations
1604408400,0.2,precipitations
1604412000,0,precipitations
1604415600,0,precipitations
1604419200,0,precipitations
1604422800,0,precipitations
1604426400,0,precipitations
1604430000,0,precipitations
1604433600,0,precipitations
1604437200,0,precipitations
1604440800,0,precipitations
1604444400,0,precipitations
1604448000,0,precipitations
1604451600,0,precipitations
1604455200,0,precipitations
1604458800,0,precipitations
1604462400,0,precipitations
1604466000,0,precipitations
1604469600,0,precipitations
1604473200,0,precipitations
1604476800,0.2,precipitations
1604480400,0,precipitations
1604484000,0,precipitations
1604487600,0,precipitations
1604491200,0,precipitations
1604494800,0,precipitations
1604498400,0,precipitations
1604502000,0,precipitations
1604505600,0,precipitations
1604509200,0,precipitations
1604512800,0,precipitations
1604516400,0,precipitations
1604520000,0,precipitations
1604523600,0,precipitations
1604527200,0,precipitations
1604530800,0,precipitations
1604534400,0,precipitations
1604538000,0,precipitations
1604541600,0,precipitations
1604545200,0,precipitations
1604548800,0,precipitations
1604552400,0,precipitations
1604556000,0,precipitations
1604559600,0,precipitations
1604563200,0,precipitations
1604566800,0,precipitations
1604570400,0,precipitations
1604574000,0,precipitations
1604577600,0,precipitations
1604581200,0,precipitations
1604584800,0,precipitations
1604588400,0,precipitations
1604592000,0,precipitations
1604595600,0,precipitations
1604599200,0,precipitations
1604602800,0,precipitations
1604606400,0,precipitations
1604610000,0,precipitations
1604613600,0,precipitations
1604617200,0,precipitations
1604620800,0,precipitations
1604624400,0,precipitations
1604628000,0,precipitations
1604631600,0,precipitations
1604635200,0,precipitations
1604638800,0,precipitations
1604642400,0,precipitations
1604646000,0,precipitations
1604649600,0,precipitations
1604653200,0,precipitations
1604656800,0,precipitations
1604660400,0,precipitations
1604664000,0,precipitations
1604667600,0,precipitations
1604671200,0,precipitations
1604674800,0,precipitations
1604678400,0,precipitations
1604682000,0,precipitations
1604685600,0,precipitations
1604689200,0,precipitations
1604692800,0,precipitations
1604696400,0,precipitations
1604700000,0,precipitations
1604703600,0,precipitations
1604707200,0,precipitations
1604710800,0,precipitations
1604714400,0,precipitations
1604718000,0,precipitations
1604721600,0,precipitations
1604725200,0,precipitations
1604728800,0,precipitations
1604732400,0,precipitations
1604736000,0,precipitations
1604739600,0,precipitations
1604743200,0,precipitations
1604746800,0,precipitations
1604750400,0,precipitations
